Data
Headers,Channel 0 (PXI1Slot5/0) Amplitude,Channel 0 (PXI1Slot5/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.0992454369552433,27.0244394369509
Mean,0.124202459751229,19.6697713847627
Minimum,0.0842906450852752,0
Maximum,0.267826727125794,179.033089598964
Statistical range,0.183536082040519,179.033089598964
Standard deviation,0.0467092066186297,47.3749875931668
Count,14,14
