Meta data
Physical channel,Start Time,Sample Interval,Sample Count
Channel 0 (PXI1Slot5/0),-2.56519984008346,0.00005569,100000
Channel 1 (PXI1Slot5/1),-2.56519984008346,0.00005569,100000

Data
Channel 0 (PXI1Slot5/0),Channel 1 (PXI1Slot5/1)
0.470381473307498,1.9982345033464
0.464943367172964,1.9982345033464
0.466302893706597,1.9982345033464
0.45950526103843,1.99278390631349
0.460864787572064,1.99142125705527
0.46358384063933,1.99550920482995
0.45950526103843,1.99414655557172
0.45950526103843,2.00232245112108
0.45950526103843,1.99687185408817
0.45950526103843,2.00777304815398
0.46358384063933,1.99414655557172
0.462224314105697,1.99550920482995
0.456786207971163,1.99278390631349
0.46358384063933,1.9982345033464
0.451348101836629,1.99550920482995
0.464943367172964,1.99414655557172
0.460864787572064,1.98869595853881
0.458145734504797,1.99142125705527
0.464943367172964,1.98869595853881
0.451348101836629,1.99550920482995
0.462224314105697,1.99687185408817
0.45542668143753,1.98869595853881
0.462224314105697,1.99687185408817
0.460864787572064,1.9982345033464
0.458145734504797,1.99005860779704
0.458145734504797,2.00095980186285
0.45542668143753,1.99959715260462
0.45542668143753,1.99278390631349
0.449988575302996,1.99142125705527
0.451348101836629,1.98869595853881
0.454067154903896,2.00095980186285
0.449988575302996,1.99550920482995
0.452707628370263,1.99687185408817
0.449988575302996,1.98733330928059
0.440471889567561,1.99687185408817
0.456786207971163,1.99687185408817
0.451348101836629,1.99414655557172
0.444550469168462,1.99959715260462
0.448629048769362,1.99687185408817
0.445909995702095,1.99959715260462
0.451348101836629,1.99687185408817
0.449988575302996,1.99550920482995
0.444550469168462,1.99414655557172
0.451348101836629,1.99278390631349
0.444550469168462,1.99687185408817
0.447269522235729,1.99142125705527
0.449988575302996,1.99687185408817
0.447269522235729,1.9982345033464
0.441831416101195,1.99687185408817
0.445909995702095,1.98597066002236
0.447269522235729,1.9982345033464
0.441831416101195,1.99959715260462
0.441831416101195,1.98869595853881
0.441831416101195,1.9982345033464
0.447269522235729,1.99687185408817
0.444550469168462,1.98597066002236
0.440471889567561,1.99142125705527
0.443190942634828,1.99687185408817
0.444550469168462,2.00095980186285
0.443190942634828,1.99687185408817
0.432314730365761,1.99414655557172
0.437752836500295,1.99278390631349
0.439112363033928,1.99550920482995
0.444550469168462,1.9982345033464
0.432314730365761,1.99414655557172
0.443190942634828,1.99550920482995
0.429595677298494,1.99550920482995
0.444550469168462,1.99550920482995
0.439112363033928,1.99142125705527
0.433674256899394,1.99414655557172
0.451348101836629,1.99005860779704
0.432314730365761,2.00095980186285
0.432314730365761,1.99959715260462
0.432314730365761,1.99005860779704
0.430955203832127,1.99550920482995
0.435033783433028,1.99687185408817
0.439112363033928,1.99414655557172
0.433674256899394,1.99005860779704
0.441831416101195,1.99142125705527
0.444550469168462,1.99959715260462
0.433674256899394,2.00232245112108
0.430955203832127,1.99414655557172
0.432314730365761,2.00504774963753
0.42823615076486,1.99278390631349
0.436393309966661,1.99687185408817
0.441831416101195,1.99414655557172
0.429595677298494,1.9982345033464
0.42823615076486,1.99005860779704
0.425517097697593,1.98733330928059
0.432314730365761,1.99414655557172
0.430955203832127,1.99414655557172
0.425517097697593,1.99959715260462
0.42823615076486,1.99005860779704
0.426876624231227,2.00095980186285
0.429595677298494,1.99005860779704
0.426876624231227,1.99687185408817
0.417359938495792,1.99959715260462
0.435033783433028,1.99550920482995
0.422798044630326,1.99550920482995
0.440471889567561,1.98733330928059
0.432314730365761,1.98460801076414
0.440471889567561,1.98869595853881
0.436393309966661,1.99005860779704
0.42823615076486,1.99005860779704
0.425517097697593,1.99142125705527
0.439112363033928,1.99550920482995
0.426876624231227,1.99278390631349
0.435033783433028,1.99414655557172
0.422798044630326,1.99414655557172
0.426876624231227,1.99550920482995
0.432314730365761,1.99278390631349
0.422798044630326,2.00095980186285
0.42415757116396,1.99687185408817
0.418719465029426,1.99550920482995
0.426876624231227,1.99550920482995
0.42415757116396,2.00095980186285
0.430955203832127,1.98869595853881
0.411921832361259,2.0036851003793
0.42415757116396,1.99414655557172
0.430955203832127,1.99414655557172
0.430955203832127,1.98869595853881
0.426876624231227,1.99687185408817
0.411921832361259,1.9982345033464
