0.292,0.355
0.327,0.292
0.323,0.327
0.319,0.323
0.328,0.319
0.318,0.328
0.279,0.318
0.307,0.279
0.287,0.307
0.3,0.287
0.298,0.3
0.327,0.298
0.265,0.327
0.335,0.312
0.316,0.335
0.289,0.316
0.308,0.289
0.3,0.308
0.301,0.3
0.259,0.248
0.249,0.259
0.271,0.249
0.298,0.292
0.285,0.298
0.234,0.273
0.286,0.271
0.285,0.286
0.227,0.285
0.302,0.281
0.278,0.315
0.304,0.278
0.324,0.304
0.243,0.324
0.308,0.243
0.259,0.308
0.289,0.259
0.24,0.269
0.302,0.318
0.317,0.302
0.307,0.317
0.263,0.307
0.288,0.263
0.279,0.288
0.295,0.279
0.308,0.295
0.233,0.301
0.299,0.252
0.287,0.299
0.245,0.287
0.251,0.261
0.245,0.251
0.266,0.245
0.271,0.266
0.287,0.271
0.233,0.287
0.247,0.258
0.252,0.261
0.295,0.266
0.287,0.295
0.295,0.287
0.31,0.295
0.326,0.31
0.328,0.3
0.333,0.328
0.282,0.333
0.323,0.282
0.31,0.323
0.336,0.31
0.266,0.336
0.258,0.266
0.251,0.248
0.26,0.251
0.239,0.26
0.238,0.239
0.324,0.263
0.235,0.324
0.316,0.289
0.281,0.316
0.253,0.281
0.297,0.253
0.327,0.297
0.274,0.327
0.317,0.274
0.282,0.317
0.271,0.282
0.288,0.271
0.263,0.292
0.248,0.263
0.306,0.248
0.279,0.306
0.338,0.342
0.332,0.338
0.331,0.332
0.297,0.331
0.315,0.297
0.307,0.315
0.295,0.307
0.339,0.286
0.292,0.281
0.312,0.292
0.331,0.355
0.275,0.331
0.28,0.275
0.293,0.28
0.318,0.303
0.274,0.318
0.23,0.274
0.245,0.247
0.256,0.245
0.223,0.256
0.263,0.271
0.263,0.263
0.262,0.263
0.297,0.262
0.288,0.297
0.236,0.288
0.282,0.236
0.257,0.282
0.202,0.257
0.303,0.285
0.294,0.303
0.303,0.294
0.286,0.303
0.289,0.286
0.306,0.289
0.315,0.306
0.301,0.315
0.258,0.293
0.27,0.258
0.271,0.263
0.293,0.271
0.253,0.293
0.264,0.256
0.249,0.239
0.277,0.257
0.272,0.277
0.241,0.272
0.25,0.241
0.266,0.25
0.225,0.266
0.276,0.225
0.233,0.276
0.264,0.233
0.28,0.264
0.313,0.28
0.232,0.313
0.257,0.232
0.271,0.257
0.261,0.279
0.233,0.261
0.218,0.233
0.268,0.218
0.291,0.266
0.214,0.266
0.28,0.214
0.263,0.28
0.252,0.263
0.294,0.252
0.225,0.294
0.281,0.266
0.271,0.281
0.324,0.271
0.257,0.324
0.277,0.257
0.269,0.266
0.275,0.269
0.266,0.275
0.232,0.266
0.257,0.232
0.229,0.257
0.248,0.229
0.273,0.28
0.312,0.288
0.321,0.312
0.314,0.321
0.314,0.314
0.254,0.314
0.281,0.254
0.266,0.281
0.273,0.294
0.32,0.273
0.368,0.32
0.29,0.368
0.315,0.29
0.286,0.315
0.304,0.286
0.304,0.304
0.31,0.304
0.288,0.31
0.291,0.288
0.278,0.291
0.266,0.278
0.281,0.228
0.256,0.281
0.233,0.251
0.273,0.233
0.28,0.273
0.264,0.31
0.229,0.264
0.28,0.271
0.304,0.28
0.309,0.304
0.296,0.309
0.293,0.296
0.277,0.293
0.309,0.277
0.284,0.309
0.295,0.284
0.253,0.295
0.313,0.253
0.301,0.311
0.288,0.321
0.256,0.288
0.261,0.256
0.262,0.291
0.274,0.262
0.294,0.274
0.32,0.294
0.3,0.32
0.26,0.3
0.243,0.244
0.229,0.243
0.28,0.289
0.281,0.251
0.263,0.281
0.271,0.263
0.236,0.271
0.287,0.236
0.243,0.287
0.23,0.243
0.24,0.23
0.25,0.24
0.285,0.25
0.246,0.285
0.271,0.304
0.278,0.271
0.269,0.278
0.227,0.269
0.264,0.227
0.265,0.264
0.272,0.265
0.276,0.272
0.246,0.276
0.253,0.246
0.289,0.289
0.263,0.289
0.244,0.263
0.234,0.244
0.246,0.234
0.266,0.303
0.286,0.266
0.293,0.286
0.283,0.293
0.311,0.269
0.284,0.311
0.255,0.284
0.242,0.237
0.263,0.277
0.238,0.263
0.244,0.238
0.235,0.244
0.241,0.235
0.302,0.27
0.28,0.302
0.285,0.28
0.272,0.285
0.272,0.286
0.282,0.272
0.247,0.282
0.251,0.247
0.255,0.251
0.296,0.255
0.303,0.263
0.262,0.303
0.231,0.262
0.238,0.231
0.287,0.239
0.28,0.287
0.294,0.28
0.291,0.294
0.288,0.291
0.342,0.288
0.27,0.342
0.264,0.291
0.287,0.208
0.218,0.287
0.266,0.218
0.225,0.226
0.226,0.225
0.27,0.226
0.206,0.27
0.268,0.255
0.262,0.268
0.271,0.262
0.281,0.271
0.292,0.281
0.282,0.292
0.299,0.282
0.329,0.299
0.277,0.296
0.315,0.277
0.229,0.315
0.278,0.229
0.284,0.278
0.268,0.273
0.247,0.268
0.26,0.247
0.261,0.26
0.311,0.262
0.334,0.311
0.263,0.334
0.276,0.263
0.314,0.276
0.236,0.314
0.266,0.236
0.26,0.282
0.29,0.26
0.357,0.29
0.317,0.357
0.311,0.317
0.274,0.311
0.328,0.274
0.297,0.328
0.281,0.297
0.275,0.292
0.309,0.275
0.308,0.309
0.269,0.308
0.297,0.269
0.265,0.297
0.285,0.265
0.255,0.285
0.217,0.255
0.262,0.293
0.263,0.295
0.282,0.277
0.27,0.254
0.264,0.27
0.31,0.264
0.276,0.31
0.262,0.276
0.25,0.262
0.291,0.25
0.251,0.291
0.289,0.251
0.267,0.289
0.248,0.267
0.29,0.275
0.265,0.29
0.257,0.265
0.24,0.257
0.334,0.24
0.273,0.306
0.307,0.273
0.267,0.307
0.263,0.29
0.293,0.275
0.293,0.293
0.238,0.293
0.27,0.238
0.253,0.27
0.28,0.253
0.283,0.28
0.234,0.283
0.275,0.234
0.269,0.255
0.26,0.269
0.245,0.254
0.292,0.331
0.288,0.292
0.316,0.288
0.265,0.256
0.221,0.265
0.274,0.221
0.301,0.274
0.25,0.301
0.251,0.263
0.222,0.251
0.262,0.287
0.29,0.278
0.283,0.29
0.271,0.218
0.241,0.271
0.252,0.241
0.284,0.289
0.304,0.31
0.34,0.304
0.313,0.34
0.308,0.313
0.331,0.308
0.298,0.331
0.294,0.298
0.276,0.257
0.295,0.276
0.277,0.295
0.287,0.277
0.318,0.287
0.302,0.318
0.288,0.302
0.309,0.288
0.325,0.309
0.294,0.325
0.253,0.292
0.264,0.253
0.281,0.264
0.211,0.293
0.285,0.211
0.267,0.285
0.262,0.267
0.233,0.262
0.28,0.233
0.261,0.28
0.218,0.261
0.271,0.257
0.276,0.3
0.235,0.289
0.222,0.235
0.281,0.222
0.223,0.267
0.255,0.26
0.242,0.255
0.2,0.242
0.253,0.2
0.301,0.258
0.263,0.301
0.316,0.263
0.3,0.316
0.295,0.264
0.256,0.295
0.325,0.361
0.368,0.325
0.357,0.368
0.363,0.357
0.366,0.363
0.33,0.366
0.302,0.33
0.332,0.302
0.259,0.332
0.302,0.259
0.311,0.324
0.254,0.266
0.262,0.254
0.271,0.262
0.244,0.271
0.261,0.223
0.283,0.261
0.248,0.283
0.301,0.248
0.292,0.301
0.311,0.292
0.336,0.311
0.308,0.294
0.291,0.308
0.303,0.291
0.328,0.306
0.37,0.328
0.302,0.259
0.288,0.302
0.259,0.288
0.283,0.259
0.256,0.283
0.27,0.256
0.267,0.264
0.275,0.267
0.263,0.254
0.3,0.256
0.274,0.3
0.281,0.274
0.28,0.281
0.302,0.28
0.249,0.302
0.265,0.249
0.29,0.265
0.329,0.29
0.287,0.329
0.297,0.287
0.267,0.241
0.242,0.261
0.283,0.284
0.256,0.256
0.202,0.256
0.248,0.202
0.222,0.248
0.233,0.267
0.223,0.233
0.266,0.223
0.252,0.266
0.251,0.252
0.331,0.251
0.278,0.331
0.294,0.278
0.251,0.294
0.254,0.242
0.249,0.3
0.24,0.264
0.236,0.24
0.26,0.236
0.277,0.26
0.285,0.277
0.26,0.259
0.336,0.323
0.296,0.336
0.249,0.25
0.25,0.249
0.211,0.25
0.275,0.211
0.305,0.275
0.248,0.305
0.28,0.248
0.294,0.28
0.241,0.294
0.267,0.241
0.267,0.246
0.272,0.224
0.251,0.272
0.218,0.251
0.251,0.218
0.24,0.251
0.245,0.24
0.246,0.25
0.304,0.309
0.329,0.304
0.291,0.329
0.285,0.291
0.295,0.285
0.26,0.295
0.266,0.26
0.31,0.3
0.297,0.31
0.264,0.297
0.277,0.264
0.256,0.277
0.257,0.261
0.279,0.257
0.254,0.27
0.297,0.254
0.255,0.297
0.248,0.255
0.243,0.248
0.302,0.28
0.288,0.302
0.235,0.288
0.275,0.268
0.264,0.275
0.22,0.291
0.246,0.22
0.26,0.277
0.293,0.26
0.308,0.282
0.333,0.308
0.312,0.333
0.294,0.312
0.329,0.294
0.39,0.329
0.31,0.301
0.29,0.335
0.29,0.29
0.306,0.29
0.282,0.306
0.329,0.282
0.255,0.329
0.285,0.255
0.266,0.285
0.246,0.266
0.253,0.246
0.224,0.228
0.185,0.224
0.229,0.185
0.262,0.266
0.228,0.262
0.203,0.228
0.237,0.203
0.221,0.237
0.258,0.263
0.315,0.258
0.288,0.315
0.285,0.288
0.299,0.285
0.279,0.299
0.298,0.279
0.304,0.298
0.313,0.304
0.311,0.313
0.297,0.311
0.306,0.297
0.309,0.306
0.301,0.309
0.272,0.301
